	Acceleration	Available from	Braking	Default Radio Stations	Discounted Price	Drive Train	Game Edition	Gears	Handling	Manufacturer	Mass / Weight	Notes	Overall	Purchase Price	Release Date	Seats	Sell	Sell Price - Resale	Sell Price - Stolen	Speed	Storage Location	Title Update	Top Speed	Variants	Vehicle Class	Vehicle Features
nagasaki-shotaro.html	100.00	Legendary Motorsport	46.67	Non-Stop-Pop FM		RWD	GTA Online - Next Gen	6	81.82	Nagasaki	230	"Purchasable only after completing one round of the Adversary Mode ""Deadline""."	78.52	2225000	November 8, 2016	1	Can be sold only if purchased (High-End)	1335000		85.58	Garage (Personal Vehicle)	1.36 Bikers	160		Motorcycles	
nagasaki-street-blazer.html	62.50	Southern S.A. Super Autos	33.33			AWD	GTA Online - Next Gen	6	81.82	Nagasaki	550		61.18	81000	October 4, 2016	1	Can be sold only if purchased (High-End)	48600		67.07	Garage (Personal Vehicle)	1.36 Bikers	125		Off-Road	
obey-9f-cabrio.html	82.50	Legendary Motorsport	33.33	Radio Los Santos, The Lab, West Coast Classics		AWD	All Editions	6	77.27	Obey	1300		69.07	130000	September 17, 2013	2	Can be sold only if purchased (High-End)	78000		83.17	Garage (Personal Vehicle)	1.01 Game Launch	155		Sports	Convertible (Soft-top)
obey-9f.html	82.50	Legendary Motorsport	33.33	Radio Los Santos, The Lab, West Coast Classics		AWD	All Editions	6	77.27	Obey	1300		69.07	120000	September 17, 2013	2	Can be sold only if purchased (High-End)	72000		83.17	Garage (Personal Vehicle)	1.01 Game Launch	155		Sports	
obey-omnis.html	76.25	Southern S.A. Super Autos	33.33			AWD	GTA Online - Next Gen, C. E. Starter Pack	5	64.85	Obey	1090	FREE by purchasing the Criminal Enterprise Starter Pack.	64.00	701000	July 12, 2016	2	Can be sold only if purchased (High-End)	420600		81.56	Garage (Personal Vehicle)	1.35 Cunning Stunts	152		Sports	
obey-rocoto.html	47.50	Can be stolen / found, Southern S.A. Super Autos	8.33	FlyLo FM, Soulwax FM		AWD	All Editions	5	63.64	Obey	2400		48.51	85000	September 17, 2013	4	Can be sold if purchased or stolen	51000	8500	74.58	Garage (Personal Vehicle)	1.01 Game Launch	139		SUVs	
obey-tailgater.html	50.00	Can be stolen / found, Southern S.A. Super Autos	30.00	Los Santos Rock Radio, Radio Mirror Park, Vinewood Boulevard Radio		RWD	All Editions	5	77.27	Obey	1400	Michael's car	58.77	55000	September 17, 2013	4	Can be sold if purchased or stolen	33000	5500	77.80	Garage (Personal Vehicle)	1.01 Game Launch	145		Sedans	
ocelot-ardent.html	71.25	Warstock Cache & Carry	30.00			RWD	GTA Online - Next Gen	5	80.30	Ocelot	1200		65.24	1150000	August 22, 2017	2	Can be sold only if purchased (High-End)	690000		79.41	Garage (Personal Vehicle)	1.40 Gunrunning Pack	148		Sports Classic	Weaponized Vehicle, Armed Vehicle
ocelot-f620.html	60.00	Can be stolen / found, Southern S.A. Super Autos	30.00	FlyLo FM, Soulwax FM		RWD	All Editions	6	75.76	Ocelot	1800		60.89	80000	September 17, 2013	2	Can be sold if purchased or stolen	48000	8000	77.80	Garage (Personal Vehicle)	1.01 Game Launch	145		Coupes	
ocelot-jackal.html	55.00	Can be stolen / found, Southern S.A. Super Autos	30.00	FlyLo FM, Soulwax FM		RWD	All Editions	6	78.79	Ocelot	1800		60.06	60000	September 17, 2013	4	Can be sold if purchased or stolen	36000	6000	76.46	Garage (Personal Vehicle)	1.01 Game Launch	143		Coupes	
ocelot-lynx.html	78.75	Legendary Motorsport	33.33			RWD	GTA Online - Next Gen	6	77.58	Ocelot	1725		68.48	1735000	July 19, 2016	2	Can be sold only if purchased (High-End)	1041000		84.24	Garage (Personal Vehicle)	1.35 Cunning Stunts	157		Sports	
ocelot-pariah.html	80.25	Legendary Motorsport	33.33			RWD	GTA Online - Next Gen	6	79.55	Ocelot	1500		69.09	1420000	December 12, 2017	2	Can be sold only if purchased (High-End)	852000		83.22	Garage (Personal Vehicle)	1.42 The Doomsday Heist	155		Sports	
ocelot-penetrator.html	75.00	Legendary Motorsport	26.67			AWD	GTA Online - Next Gen	5	78.18	Ocelot	1470		66.36	880000	December 13, 2016	2	Can be sold only if purchased (High-End)	528000		85.58	Garage (Personal Vehicle)	1.37 Import/Export	160		Super	
ocelot-stromberg.html	72.50	Warstock Cache & Carry	33.33		2395000	RWD	GTA Online - Next Gen	6	75.76	Ocelot	1300	*The discounted SecuroServ Trade Price becomes available after the player has completed the related Doomsday Heist Mission. Requires a Facility Property.	65.52	3185350	December 12, 2017	2	Can be sold only if purchased (High-End)	1911810		80.48	Garage (Personal Vehicle)	1.42 The Doomsday Heist	150		Sports Classic	Weaponized Vehicle, Special Vehicle, Armed Vehicle, Submersible
ocelot-xa-21.html	91.00	Legendary Motorsport	36.67			AWD	GTA Online - Next Gen	6	81.21	Ocelot	1450		73.57	2375000	August 15, 2017	2	Can be sold only if purchased (High-End)	1425000		85.42	Garage (Personal Vehicle)	1.40 Gunrunning Pack	159		Super	
oppressor-mk-ii.html	95.00	Warstock Cache & Carry	40.00		2925000	RWD	GTA Online - Next Gen	1	63.64	Pegassi	220	*The discounted SecuroServ Trade Price becomes available after the player has completed 5 Client Jobs from a Terrorbyte. This vehicle can only be modified at the Specialized Workshop inside a Terrorbyte.	69.51	3890250	August 14, 2018	1	Can be sold only if purchased (High-End)	2334150		79.41	Garage (Personal Vehicle)	1.44 After Hours	148		Motorcycles	Armed Vehicle, Flying Ability
overflod-autarch.html	94.25	Legendary Motorsport	40.00			RWD	GTA Online - Next Gen	6	100.00	Overflod	1300		80.16	1955000	December 26, 2017	2	Can be sold only if purchased (High-End)	1173000		86.38	Garage (Personal Vehicle)	1.42 The Doomsday Heist	161		Super	
overflod-entity-xf.html	82.50	Legendary Motorsport	30.00	Los Santos Rock Radio, Radio Mirror Park, Vinewood Boulevard Radio		AWD	All Editions	6	83.33	Overflod	1500		69.75	795000	September 17, 2013	2	Can be sold only if purchased (High-End)	477000		83.17	Garage (Personal Vehicle)	1.01 Game Launch	155		Super	
overflod-entity-xxr.html	88.75	Legendary Motorsport	33.33			RWD	GTA Online - Next Gen	6	100.00	Overflod	1400		78.32	2305000	March 20, 2018	2	Can be sold only if purchased (High-End)	1383000		91.21	Garage (Personal Vehicle)	1.43 Southern SA Super Sport Series	170		Super	
overflow-tyrant.html	85.00	Legendary Motorsport	33.33			RWD	GTA Online - Next Gen	6	100.00	Overflod	1175		76.72	2515000	May 8, 2018	2	Can be sold only if purchased (High-End)	1509000		88.53	Garage (Personal Vehicle)	1.43 Southern SA Super Sport Series	165		Super	
p-45-nokota.html	43.30	Warstock Cache & Carry	50.00		1995000	FWD	GTA Online - Next Gen		2.48		3200	*The discounted SecuroServ Trade Price becomes available after the player has completed 39 Air Freight Cargo Missions.	48.94	2653350	November 7, 2017	1	Can be sold only if purchased (High-End)	1592010		99.99	Hangar (Personal Aircraft)	1.41 Smuggler's Run	329		Planes	Armed Vehicle
paragon-r-armored.html	81.88	Bonus Reward	31.67				GTA Online - Next Gen		81.06	Enus		The Armored Paragon R is available upon completion of the Casino Story Missions in GTA Online.	70.11		July 23, 2019	2	Cannot be sold			85.85	Garage (Personal Vehicle)	1.47 Diamond Casino & Resort			Sports	Armed Vehicle, Armored Vehicle
paragon-r.html	82.25	Legendary Motorsport	33.33				GTA Online - Next Gen		81.06	Enus			70.61	905000	July 23, 2019	2	Can be sold only if purchased (High-End)	543000		85.79	Garage (Personal Vehicle)	1.47 Diamond Casino & Resort			Sports	
patriot-stretch.html	45.00	Southern S.A. Super Autos	10.67		460000	RWD	GTA Online - Next Gen	5	48.48	Mammoth	5500	*The discounted SecuroServ Trade Price becomes available after the player has completed 5 Nightclub Management missions as a VIP, CEO or MC President.	43.48	611800	July 24, 2018	6	Can be sold only if purchased (High-End)	367080		69.75	Garage (Personal Vehicle)	1.44 After Hours	130		SUVs	
pegassi-bati-801.html	75.00	Southern S.A. Super Autos	46.67	FlyLo FM, Soulwax FM		RWD	All Editions	6	70.30	Pegassi	230		68.11	15000	September 17, 2013	2	Can be sold only if purchased (High-End)	9000		80.48	Garage (Personal Vehicle)	1.01 Game Launch	150		Motorcycles	
pegassi-bati-801rr.html	75.00	Southern S.A. Super Autos	46.67	FlyLo FM, Soulwax FM		RWD	All Editions	6	70.30	Pegassi	230		68.11	15000	September 17, 2013	2	Can be sold only if purchased (High-End)	9000		80.48	Garage (Personal Vehicle)	1.01 Game Launch	150	Company Liveries	Motorcycles	
pegassi-esskey.html	73.75	Southern S.A. Super Autos	40.00			RWD	GTA Online - Next Gen	5	65.15	Pegassi	190		64.18	264000	November 15, 2016	2	Can be sold only if purchased (High-End)	158400		77.80	Garage (Personal Vehicle)	1.36 Bikers	145		Motorcycles	
pegassi-faggio-mod.html	28.75	Southern S.A. Super Autos	13.33			RWD	GTA Online - Next Gen	3	51.52	Pegassi	100		35.47	55000	October 4, 2016	2	Can be sold only if purchased (High-End)	33000		48.29	Garage (Personal Vehicle)	1.36 Bikers	90		Motorcycles	
pegassi-faggio-sport.html	49.38	Southern S.A. Super Autos	13.33			RWD	GTA Online - Next Gen	3	51.52	Pegassi	110		41.30	47500	October 4, 2016	2	Can be sold only if purchased (High-End)	28500		50.97	Garage (Personal Vehicle)	1.36 Bikers	95		Motorcycles	
pegassi-faggio.html	25.00	Can be stolen / found, Southern S.A. Super Autos	13.33			RWD	All Editions	3	48.48	Pegassi	100		33.78	5000	September 17, 2013	2	Can be sold if purchased or stolen	3000	500	48.29	Garage (Personal Vehicle)	1.01 Game Launch	90		Motorcycles	
pegassi-fcr-1000-custom.html	77.50	Benny's Original Motor Works	41.67			RWD	GTA Online - Next Gen	6	65.15	Pegassi	200	Obtained by upgrading the regular vehicle to the custom variant at Benny's Original Motor Works	64.89	196000	January 2, 2017	1	Can be sold only if purchased (High-End)	117600		75.22	Garage (Personal Vehicle)	1.37 Import/Export	140		Motorcycles	Custom Vehicle
pegassi-fcr-1000.html	76.25	Benny's Original Motor Works	40.00			RWD	GTA Online - Next Gen	6	63.64	Pegassi	210		63.75	135000	January 2, 2017	1	Can be sold only if purchased (High-End)	81000		75.12	Garage (Personal Vehicle)	1.37 Import/Export	140		Motorcycles	
pegassi-infernus-classic.html	82.50	Legendary Motorsport	16.67			RWD	GTA Online - Next Gen	6	79.85	Pegassi	1400		64.81	915000	March 28, 2017	2	Can be sold only if purchased (High-End)	549000		80.21	Garage (Personal Vehicle)	1.38 Special Vehicle Circuit	150		Sports Classic	
pegassi-infernus.html	85.00	Legendary Motorsport	16.67	FlyLo FM, Soulwax FM		AWD	All Editions	6	80.30	Pegassi	1200		65.61	440000	September 17, 2013	2	Can be sold only if purchased (High-End)	264000		80.48	Garage (Personal Vehicle)	1.01 Game Launch	150		Super	
pegassi-monroe.html	70.00	Legendary Motorsport	21.67	Los Santos Rock Radio, Radio Mirror Park, Vinewood Boulevard Radio		RWD	All Editions	5	66.67	Pegassi	1200		59.70	490000	September 17, 2013	2	Can be sold only if purchased (High-End)	294000		80.48	Garage (Personal Vehicle)	1.01 Game Launch	150		Sports Classic	
pegassi-oppressor.html	100.00	Warstock Cache & Carry	40.00		2650000	RWD	GTA Online - Next Gen	5	64.39	Pegassi	190	*The discounted SecuroServ Trade Price becomes available after the player has completed the related Mobile Operations Mission.	70.95	3524500	June 13, 2017	1	Can be sold only if purchased (High-End)	2114700		79.41	Garage (Personal Vehicle)	1.40 Gunrunning Pack	148		Motorcycles	Weaponized Vehicle, Special Vehicle, Armed Vehicle, Flying Ability
pegassi-osiris.html	88.50	Legendary Motorsport	33.33	FlyLo FM, Soulwax FM		AWD	All Editions	6	80.30	Pegassi	1350		71.86	1950000	June 10, 2015	2	Can be sold only if purchased (High-End)	1170000		85.31	Garage (Personal Vehicle)	1.27 Ill-Gotten Gains Part 1	159		Super	
pegassi-reaper.html	91.25	Legendary Motorsport	36.67			RWD	GTA Online - Next Gen	6	80.91	Pegassi	1300		73.53	1595000	June 7, 2016	2	Can be sold only if purchased (High-End)	957000		85.31	Garage (Personal Vehicle)	1.34 Further Adventures in Finance and Felony	159		Super	
pegassi-ruffian.html	85.00	Can be stolen / found, Southern S.A. Super Autos	36.67			RWD	All Editions	5	59.09	Pegassi	250		63.97	10000	September 17, 2013	2	Can be sold if purchased or stolen	6000	1000	75.12	Garage (Personal Vehicle)	1.01 Game Launch	140		Motorcycles	
pegassi-speeder.html	94.12	DockTease					All Editions		36.80	Pegassi	2400		71.01	325000	November 19, 2013	4	Cannot be sold			82.10	Pegasus Vehicle	1.06 Beach Bum	133	Galaxy Super Yacht Variant (Different Livery)	Boats	
pegassi-tempesta.html	90.00	Legendary Motorsport	33.33			AWD	GTA Online - Next Gen	6	80.30	Pegassi	1422		71.97	1329000	December 13, 2016	2	Can be sold only if purchased (High-End)	797400		84.24	Garage (Personal Vehicle)	1.37 Import/Export	157		Super	
pegassi-tezeract.html	51.25	Legendary Motorsport	43.33			AWD	GTA Online - Next Gen	1	100.00	Pegassi	1800		71.32	2825000	March 27, 2018	2	Can be sold only if purchased (High-End)	1695000		90.68	Garage (Personal Vehicle)	1.43 Southern SA Super Sport Series	169		Super	Electric Vehicle
pegassi-torero.html	75.00	Legendary Motorsport	16.67			RWD	GTA Online - Next Gen	5	78.79	Pegassi	1470		62.67	998000	July 25, 2017	2	Can be sold only if purchased (High-End)	598800		80.21	Garage (Personal Vehicle)	1.40 Gunrunning Pack	150		Sports Classic	
pegassi-ultralight.html	19.00	Elitas Travel	55.00		500000	FWD	GTA Online - Next Gen		0.51	Pegassi	250	*The discounted SecuroServ Trade Price becomes available after the player has completed 3 Air Freight Cargo Missions.	24.61	665000	August 29, 2017	1	Can be sold only if purchased (High-End)	399000		23.91	Hangar (Personal Aircraft)	1.41 Smuggler's Run	79		Planes	Armed Vehicle
pegassi-vacca.html	75.00	Legendary Motorsport	33.33	Los Santos Rock Radio, Radio Mirror Park, Vinewood Boulevard Radio		RWD	All Editions	6	78.79	Pegassi	1200		67.17	240000	September 17, 2013	2	Can be sold only if purchased (High-End)	144000		81.56	Garage (Personal Vehicle)	1.01 Game Launch	152		Super	
pegassi-vortex.html	100.00	Southern S.A. Super Autos	40.00			RWD	GTA Online - Next Gen, C. E. Starter Pack	5	65.15	Pegassi	190	FREE by purchasing the Criminal Enterprise Starter Pack.	71.14	356000	October 25, 2016	1	Can be sold only if purchased (High-End)	213600		79.41	Garage (Personal Vehicle)	1.36 Bikers	148		Motorcycles	
pegassi-zentorno.html	88.75	Legendary Motorsport	33.33	FlyLo FM, Soulwax FM		AWD	All Editions	6	80.30	Pegassi	1500		71.92	725000	May 13, 2014	2	Can be sold only if purchased (High-End)	435000		85.31	Garage (Personal Vehicle)	1.13 High Life	159		Super	
pfister-811.html	89.00	Legendary Motorsport	37.33			AWD	GTA Online - Next Gen	6	81.45	Pfister	1600		73.32	1135000	June 28, 2016	2	Can be sold only if purchased (High-End)	681000		85.47	Garage (Personal Vehicle)	1.34 Further Adventures in Finance and Felony	159		Super	
pfister-comet-retro-custom.html	85.00	Benny's Original Motor Works	26.67			RWD	GTA Online - Next Gen	5	90.05	Pfister	1200	Obtained by upgrading the regular vehicle to the custom variant at Benny's Original Motor Works	70.82	645000	December 23, 2016	2	Can be sold only if purchased (High-End)	387000		81.56	Garage (Personal Vehicle)	1.37 Import/Export	152		Sports	Custom Vehicle
pfister-comet-safari.html	73.13	Legendary Motorsport	26.67			AWD	GTA Online - Next Gen	5	63.64	Pfister	1150		61.25	710000	December 12, 2017	2	Can be sold only if purchased (High-End)	426000		81.56	Garage (Personal Vehicle)	1.42 The Doomsday Heist	152		Sports	Armed Vehicle
pfister-comet-sr.html	90.00	Legendary Motorsport	40.00			RWD	GTA Online - Next Gen	6	100.00	Pfister	1550		79.03	1145000	February 27, 2018	2	Can be sold only if purchased (High-End)	687000		86.12	Garage (Personal Vehicle)	1.42 The Doomsday Heist	158		Sports	
pfister-comet.html	85.00	Legendary Motorsport, Benny's Original Motor Works	26.67	Non-Stop-Pop FM		RWD	All Editions	5	78.79	Pfister	1400		68.00	100000	September 17, 2013	2	Can be sold only if purchased (High-End)	60000		81.56	Garage (Personal Vehicle)	1.01 Game Launch	152		Sports	
pfister-neon.html	62.62	Legendary Motorsport	43.33			AWD	GTA Online - Next Gen	1	68.94	Pfister	2000		64.72	1500000	January 30, 2018	4	Can be sold only if purchased (High-End)	900000		83.97	Garage (Personal Vehicle)	1.42 The Doomsday Heist	157		Sports	Electric Vehicle
police-predator.html	82.35	Cannot be acquired					All Editions		44.00		2500		66.81		September 17, 2013	4	Cannot be sold			74.07	Cannot be stored	1.01 Game Launch	120		Boats, Emergency	
police-rancher.html	45.00	Cannot be acquired	26.67			AWD	Mission Only	5	59.09	Declasse	2400	Only appears in North Yankton during the Prologue of the game	50.13		September 17, 2013	4	Cannot be sold			69.75	Cannot be stored	1.01 Game Launch	130		Emergency	
police-roadcruiser.html	50.00	Cannot be acquired	30.00			RWD	Mission Only	5	77.27	Albany	1800	Only appears in North Yankton during the Prologue of the game	58.77		September 17, 2013	4	Cannot be sold			77.80	Cannot be stored	1.01 Game Launch	140		Emergency	
pounder-custom.html	40.00	Warstock Cache & Carry	8.33		241000	RWD	GTA Online - Next Gen	4	51.52	MTL	5500	*The discounted SecuroServ Trade Price becomes available after the player has completed 10 Sell Goods missions from their Nightclub as a VIP, CEO or MC President. Requires a Nightclub Property.	41.06	320530	July 24, 2018	8	Cannot be sold			64.39	Nightclub Warehouse	1.44 After Hours	120		Commercial	
principe-diabolus-custom.html	80.00	Benny's Original Motor Works	41.67			RWD	GTA Online - Next Gen	6	60.61	Principe	210	Obtained by upgrading the regular vehicle to the custom variant at Benny's Original Motor Works	64.70	245000	December 13, 2016	1	Can be sold only if purchased (High-End)	147000		76.51	Garage (Personal Vehicle)	1.37 Import/Export	143		Motorcycles	Custom Vehicle
principe-diabolus.html	78.00	Benny's Original Motor Works	40.00			RWD	GTA Online - Next Gen	6	59.09	Principe	220		63.39	169000	December 13, 2016	1	Can be sold only if purchased (High-End)	101400		76.46	Garage (Personal Vehicle)	1.37 Import/Export	143		Motorcycles	
principe-lectro.html	70.00	Legendary Motorsport	40.00		750000	RWD	GTA Online - All Platforms	5	59.09	Principe	250	*The discounted Price becomes available after the player has completed the related Heist Mission.	61.05	997500	March 10, 2015	2	Can be sold only if purchased (High-End)	598500		75.12	Garage (Personal Vehicle)	1.21 Heists DLC	140		Motorcycles	KERS Special System
principe-nemesis.html	75.00	Can be stolen / found, Southern S.A. Super Autos	40.00	Space 103.2, The Lowdown 91.1		RWD	All Editions	5	59.09	Principe	250		62.30	12000	September 17, 2013	2	Can be sold if purchased or stolen	7200	1200	75.12	Garage (Personal Vehicle)	1.01 Game Launch	140		Motorcycles	
progen-gp1.html	92.50	Legendary Motorsport	40.00			RWD	GTA Online - Next Gen	6	84.77	Progen	1100		75.85	1260000	March 14, 2017	2	Can be sold only if purchased (High-End)	756000		86.12	Garage (Personal Vehicle)	1.38 Special Vehicle Circuit	161		Super	
progen-itali-gtb-custom.html	85.00	Benny's Original Motor Works	40.00			AWD	GTA Online - Next Gen	6	81.33	Progen	1600	Obtained by upgrading the regular vehicle to the custom variant at Benny's Original Motor Works	72.94	495000	January 10, 2017	2	Can be sold only if purchased (High-End)	297000		85.42	Garage (Personal Vehicle)	1.37 Import/Export	159		Super	Custom Vehicle
progen-itali-gtb.html	84.12	Benny's Original Motor Works	36.67			AWD	GTA Online - Next Gen	6	75.76	Progen	1800		70.47	1189000	January 10, 2017	2	Can be sold only if purchased (High-End)	713400		85.31	Garage (Personal Vehicle)	1.37 Import/Export	159		Super	
progen-t20.html	88.50	Legendary Motorsport	33.33	Non-Stop-Pop FM		AWD	All Editions	6	80.30	Progen	1395		71.86	2200000	July 8, 2015	2	Can be sold only if purchased (High-End)	1320000		85.31	Garage (Personal Vehicle)	1.28 Ill-Gotten Gains Part 2	159		Super	
progen-tyrus.html	92.75	Legendary Motorsport	40.00			RWD	GTA Online - Next Gen	6	90.90	Progen	915		77.51	2550000	July 12, 2016	2	Can be sold only if purchased (High-End)	1530000		86.38	Garage (Personal Vehicle)	1.35 Cunning Stunts	161	Debonaire Livery; Fukaru Livery	Super	
rc-bandito.html		Southern S.A. Super Autos				AWD	GTA Online - Next Gen	1			85	"Remote controlled vehicle. The RC Bandito can be requested via the Interaction Menu. The vehicle can only be modified inside the Arena Workshop, at its dedicated RC Bandito Workshop. The RC Bandito can be upgraded with ""Jump"" mods, and can be used as a remote explosive."		1590000	January 29, 2019		Cannot be sold				Arena Workshop	1.46 Arena War	80		Off-Road	Remote Controlled Vehicle
rcv.html	40.00	Warstock Cache & Carry	10.00		2350000	RWD	GTA Online - Next Gen	5	53.03		12500	*The discounted SecuroServ Trade Price becomes available after the player has completed the related Doomsday Heist Mission. Requires a Facility Property.	42.52	3125500	December 12, 2017	6	Cannot be sold			67.07	Facility Property	1.42 The Doomsday Heist	125		Emergency, Vans	Weaponized Vehicle, Armed Vehicle, Armored Vehicle
rhino-tank.html	27.50	Warstock Cache & Carry	6.67			AWD	All Editions	1	75.76		60000		34.86	1500000	September 17, 2013	1	Cannot be sold			29.51	Pegasus Vehicle	1.01 Game Launch	55		Military	Armed Vehicle, Armored Vehicle
rm-10-bombushka.html	11.00	Warstock Cache & Carry	27.50		4450000	RWD	GTA Online - Next Gen		0.00		30100	*The discounted SecuroServ Trade Price becomes available after the player has completed 24 Air Freight Cargo Missions.	31.04	5918500	September 19, 2017	6	Can be sold only if purchased (High-End)	3551100		85.66	Hangar (Personal Aircraft)	1.41 Smuggler's Run	282		Planes	Armed Vehicle
rune-cheburek.html	66.25	Southern S.A. Super Autos	26.67			RWD	GTA Online - Next Gen	5	68.18	RUNE	1100		59.05	145000	June 5, 2018	4	Can be sold only if purchased (High-End)	87000		75.12	Garage (Personal Vehicle)	1.43 Southern SA Super Sport Series	140		Sports Classic	
sasquatch-arena.html	100.00	ArenaWar.tv	21.67			AWD	GTA Online - Next Gen	3	68.94	Bravado	4400	Obtained by upgrading the Rat-Truck vehicle stock model to a custom variant at the Arena Workshop	65.09	1530875	December 11, 2018	2	Can be sold only if purchased (High-End)	918525		69.75	Garage (Personal Vehicle), Arena Workshop	1.46 Arena War	130	Apocalypse Sasquatch; Future Shock Sasquatch; Nightmare Sasquatch	Off-Road	Custom Vehicle, Armed Vehicle, Arena Contender
savage.html	86.61	Warstock Cache & Carry			1950000		GTA Online - All Platforms		80.50		14000	*The discounted Price becomes available after the player has completed the related Heist Mission.	81.29	2593500	March 10, 2015	4	Cannot be sold			76.75	Pegasus Vehicle, Hangar (Personal Aircraft)	1.21 Heists DLC	155		Helicopters	Armed Vehicle
scarab-arena.html	25.00	ArenaWar.tv	23.33		2313000	AWD	GTA Online - Next Gen	1	68.18	HVY	5000	*The discounted SecuroServ Trade Price becomes available after the player has unlocked it as a sponsorship tier reward in the Arena War Career.	42.54	3076290	December 11, 2018	2	Can be sold only if purchased (High-End)	1845774		53.66	Garage (Personal Vehicle), Arena Workshop	1.46 Arena War	100	Apocalypse Scarab; Future Shock Scarab; Nightmare Scarab	Military	Armed Vehicle, Arena Contender
schlagen-gt.html	92.50	Legendary Motorsport	26.67			RWD	GTA Online - Next Gen	7	100.00	Benefactor	1550		76.15	1300000	January 22, 2019	2	Can be sold only if purchased (High-End)	780000		85.42	Garage (Personal Vehicle)	1.46 Arena War	159		Sports	
schyster-fusilade.html	80.00	Can be stolen / found, Southern S.A. Super Autos	30.00	Space 103.2, The Lowdown 91.1		RWD	All Editions	6	74.24	Schyster	1500		66.05	36000	September 17, 2013	2	Can be sold if purchased or stolen	21600	3600	79.95	Garage (Personal Vehicle)	1.01 Game Launch	149		Sports	
scorcher.html	21.25	Can be stolen / found, Pedal and Metal Cycles	46.67			RWD	All Editions		31.06		115		32.12	2000	September 17, 2013	1	Cannot be sold			29.51	Garage (Personal Vehicle)	1.01 Game Launch	55		Cycles	
scramjet.html	100.00	Warstock Cache & Carry	31.67		3480000	RWD	GTA Online - Next Gen	6	81.82	Declasse	1600	*The discounted SecuroServ Trade Price becomes available after winning a round of the Hunting Pack (Remix) Adversary Mode. This vehicle can only be modified at the Vehicle Workshop inside the Mobile Operations Center or Avenger.	74.83	4628400	August 21, 2018	2	Can be sold only if purchased (High-End)	2777040		85.85	Garage (Personal Vehicle)	1.44 After Hours	160		Super	Weaponized Vehicle, Armed Vehicle
sea-sparrow.html	94.64	Elitas Travel					GTA Online - Next Gen		94.18		3500		95.52	1815000	April 17, 2018	2	Can be sold only if purchased (High-End)	1089000		97.74	Hangar (Personal Aircraft)	1.43 Southern SA Super Sport Series	160		Helicopters	Armed Vehicle
seashark-lifeguard.html	73.53	Cannot be acquired					All Editions		4.00	Speedophile	400		52.59		September 17, 2013	2	Cannot be sold			80.25	Cannot be stored	1.01 Game Launch	130		Boats, Emergency	
shitzu-defiler.html	100.00	Southern S.A. Super Autos	40.00			RWD	GTA Online - Next Gen	5	65.15	Shitzu	200		71.14	412000	October 4, 2016	1	Can be sold only if purchased (High-End)	247200		79.41	Garage (Personal Vehicle)	1.36 Bikers	148		Motorcycles	
shitzu-hakuchou-drag-bike.html	100.00	Legendary Motorsport	46.67			RWD	GTA Online - Next Gen	6	87.88	Shitzu	270		79.96	976000	October 4, 2016	2	Can be sold only if purchased (High-End)	585600		85.31	Garage (Personal Vehicle)	1.36 Bikers	159		Motorcycles	
shitzu-hakuchou.html	78.75	Southern S.A. Super Autos	46.67	Los Santos Rock Radio, Radio Mirror Park, Vinewood Boulevard Radio		RWD	All Editions	6	69.70	Shitzu	250		69.17	82000	October 2, 2014	2	Can be sold only if purchased (High-End)	49200		81.56	Garage (Personal Vehicle)	1.17 Last Team Standing	152		Motorcycles	
shitzu-jetmax.html	100.00	DockTease					All Editions		26.00	Shitzu	2000		69.78	299000	September 17, 2013	2	Cannot be sold			83.33	Pegasus Vehicle	1.01 Game Launch	135		Boats	
shitzu-pcj-600.html	65.00	Can be stolen / found, Southern S.A. Super Autos	43.33	Non-Stop-Pop FM		RWD	All Editions	5	62.12	Shitzu	250		60.05	9000	September 17, 2013	2	Can be sold if purchased or stolen	5400	900	69.75	Garage (Personal Vehicle)	1.01 Game Launch	130		Motorcycles	
shitzu-squalo.html	67.65	DockTease					All Editions		40.00	Shitzu	3000		58.52	196621	September 17, 2013	2	Cannot be sold			67.90	Pegasus Vehicle	1.01 Game Launch	110		Boats	
shitzu-suntrap.html	67.65	DockTease					All Editions		52.00	Shitzu	2500		62.52	25160	September 17, 2013	4	Cannot be sold			67.90	Pegasus Vehicle	1.01 Game Launch	110		Boats	
shitzu-tropic.html	76.47	DockTease					All Editions		32.00	Shitzu	2000		59.82	22000	September 17, 2013	4	Cannot be sold			70.99	Pegasus Vehicle	1.01 Game Launch	115	Galaxy Super Yacht Variant (Different Livery)	Boats	
shitzu-vader.html	67.50	Can be stolen / found, Southern S.A. Super Autos	36.67			RWD	All Editions	5	57.58	Shitzu	230		59.21	9000	September 17, 2013	2	Can be sold if purchased or stolen	5400	900	75.12	Garage (Personal Vehicle)	1.01 Game Launch	140		Motorcycles	
slamvan-arena.html	67.50	ArenaWar.tv	13.33			RWD	GTA Online - Next Gen	4	56.06	Vapid	1245	Obtained by upgrading the Slamvan vehicle stock model to a custom variant at the Arena Workshop	52.40	1255781	December 11, 2018	2	Can be sold only if purchased (High-End)	753469		72.70	Garage (Personal Vehicle), Arena Workshop	1.46 Arena War	136	Apocalypse Slamvan; Future Shock Slamvan; Nightmare Slamvan	Muscle	Custom Vehicle, Armed Vehicle, Arena Contender
